case_id,event_n,activity_code,activity_name,start_time,stop_time,sex_label,PEEDUCA,education_label,GEREG,region_label,TUDIARYDAY,weekday_label,is_weekend
'20100605101454,41,5,"Work, main job",19:40:00,20:00:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605101454,42,5,"Work, main job",20:00:00,20:25:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605101454,43,1,Sleeping,20:25:00,20:30:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605101454,44,5,"Work, main job",20:30:00,20:45:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605101454,45,1,Sleeping,20:45:00,05:30:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605101457,1,1,Sleeping,04:00:00,06:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,2,2,Interior cleaning,06:30:00,06:45:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,3,2,Interior cleaning,06:45:00,06:46:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,4,1,Sleeping,06:46:00,07:01:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,5,13,Doing aerobics,07:01:00,07:31:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,6,11,Eating and drinking,07:31:00,08:01:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,7,1,Sleeping,08:01:00,08:16:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,8,16,Waiting associated with telephone calls,08:16:00,08:26:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,9,4,Physical care for nonhh children,08:26:00,08:46:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,10,2,Interior cleaning,08:46:00,08:56:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,11,18,Travel related to personal care,08:56:00,09:16:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,12,50,Insufficient detail in verbatim,09:16:00,12:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,13,18,Travel related to personal care,12:30:00,12:50:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,14,4,Physical care for nonhh children,12:50:00,13:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,15,18,Travel related to personal care,13:00:00,13:05:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,16,4,Physical care for nonhh children,13:05:00,16:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,17,2,Interior cleaning,16:00:00,16:05:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,18,4,Physical care for nonhh children,16:05:00,17:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,19,2,Interior cleaning,17:30:00,18:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,20,11,Eating and drinking,18:00:00,18:20:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,21,4,Physical care for nonhh children,18:20:00,19:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,22,2,Interior cleaning,19:00:00,19:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,23,2,Interior cleaning,19:30:00,19:50:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,24,11,Eating and drinking,19:50:00,22:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,25,1,Sleeping,22:30:00,23:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,26,12,Socializing and communicating with others,23:00:00,23:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101457,27,1,Sleeping,23:30:00,06:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,1,1,Sleeping,04:00:00,08:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,2,1,Sleeping,08:00:00,08:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,3,18,Travel related to personal care,08:30:00,08:31:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,4,12,Socializing and communicating with others,08:31:00,09:31:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,5,18,Travel related to personal care,09:31:00,09:38:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,6,13,Doing aerobics,09:38:00,11:08:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,7,18,Travel related to personal care,11:08:00,11:15:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,8,1,Sleeping,11:15:00,11:35:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,9,12,Socializing and communicating with others,11:35:00,12:05:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,10,18,Travel related to personal care,12:05:00,12:06:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,11,2,Interior cleaning,12:06:00,12:36:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,12,12,Socializing and communicating with others,12:36:00,12:56:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,13,11,Eating and drinking,12:56:00,13:11:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,14,2,Interior cleaning,13:11:00,13:41:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,15,18,Travel related to personal care,13:41:00,13:42:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,16,12,Socializing and communicating with others,13:42:00,14:02:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,17,50,Insufficient detail in verbatim,14:02:00,14:12:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,18,12,Socializing and communicating with others,14:12:00,14:32:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,19,18,Travel related to personal care,14:32:00,14:40:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,20,7,Security procedures rel. to consumer purchases,14:40:00,15:10:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,21,18,Travel related to personal care,15:10:00,15:12:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,22,7,Security procedures rel. to consumer purchases,15:12:00,15:42:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,23,18,Travel related to personal care,15:42:00,15:44:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,24,7,Security procedures rel. to consumer purchases,15:44:00,15:49:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,25,18,Travel related to personal care,15:49:00,15:56:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,26,12,Socializing and communicating with others,15:56:00,16:11:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,27,12,Socializing and communicating with others,16:11:00,16:26:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,28,12,Socializing and communicating with others,16:26:00,16:46:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,29,18,Travel related to personal care,16:46:00,16:47:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,30,4,Physical care for nonhh children,16:47:00,16:48:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,31,18,Travel related to personal care,16:48:00,16:49:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,32,2,Interior cleaning,16:49:00,16:54:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,33,12,Socializing and communicating with others,16:54:00,18:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,34,2,Interior cleaning,18:00:00,18:20:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,35,13,Doing aerobics,18:20:00,18:50:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,36,12,Socializing and communicating with others,18:50:00,19:35:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,37,12,Socializing and communicating with others,19:35:00,20:30:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,38,16,Waiting associated with telephone calls,20:30:00,20:35:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,39,12,Socializing and communicating with others,20:35:00,21:50:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,40,16,Waiting associated with telephone calls,21:50:00,21:52:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,41,12,Socializing and communicating with others,21:52:00,23:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,42,1,Sleeping,23:00:00,23:20:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,43,12,Socializing and communicating with others,23:20:00,00:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101493,44,1,Sleeping,00:00:00,07:00:00,Female,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101560,1,1,Sleeping,04:00:00,10:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,2,2,Interior cleaning,10:00:00,11:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,3,12,Socializing and communicating with others,11:00:00,12:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,4,2,Interior cleaning,12:30:00,15:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,5,2,Interior cleaning,15:00:00,15:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,6,2,Interior cleaning,15:30:00,16:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,7,11,Eating and drinking,16:00:00,16:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,8,2,Interior cleaning,16:30:00,17:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,9,18,Travel related to personal care,17:00:00,18:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,10,11,Eating and drinking,18:30:00,19:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,11,18,Travel related to personal care,19:30:00,21:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,12,2,Interior cleaning,21:00:00,22:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,13,12,Socializing and communicating with others,22:30:00,01:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,14,12,Socializing and communicating with others,01:30:00,02:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,15,50,Insufficient detail in verbatim,02:00:00,02:30:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101560,16,1,Sleeping,02:30:00,09:00:00,Male,44,Master’s degree,3,South,7,Saturday,TRUE
'20100605101683,1,1,Sleeping,04:00:00,08:30:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,2,11,Eating and drinking,08:30:00,08:40:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,3,1,Sleeping,08:40:00,09:40:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,4,18,Travel related to personal care,09:40:00,10:50:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,5,13,Doing aerobics,10:50:00,15:00:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,6,18,Travel related to personal care,15:00:00,16:30:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,7,12,Socializing and communicating with others,16:30:00,17:30:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,8,18,Travel related to personal care,17:30:00,17:35:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,9,2,Interior cleaning,17:35:00,17:40:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,10,18,Travel related to personal care,17:40:00,17:41:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,11,2,Interior cleaning,17:41:00,19:41:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,12,2,Interior cleaning,19:41:00,19:51:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101683,13,1,Sleeping,19:51:00,06:45:00,Female,44,Master’s degree,2,Midwest,1,Sunday,TRUE
'20100605101800,1,1,Sleeping,04:00:00,07:00:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,2,2,Interior cleaning,07:00:00,07:15:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,3,1,Sleeping,07:15:00,07:35:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,4,18,Travel related to personal care,07:35:00,07:50:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,5,3,Physical care for hh children,07:50:00,07:55:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,6,18,Travel related to personal care,07:55:00,08:45:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,7,2,Interior cleaning,08:45:00,08:55:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,8,1,Sleeping,08:55:00,09:15:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,9,2,Interior cleaning,09:15:00,09:20:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,10,18,Travel related to personal care,09:20:00,09:40:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,11,5,"Work, main job",09:40:00,13:30:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,12,18,Travel related to personal care,13:30:00,13:35:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,13,12,Socializing and communicating with others,13:35:00,13:45:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,14,18,Travel related to personal care,13:45:00,14:05:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,15,2,Interior cleaning,14:05:00,14:35:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,16,11,Eating and drinking,14:35:00,15:35:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,17,1,Sleeping,15:35:00,16:35:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,18,1,Sleeping,16:35:00,17:20:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,19,18,Travel related to personal care,17:20:00,17:40:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,20,5,"Work, main job",17:40:00,20:30:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,21,18,Travel related to personal care,20:30:00,21:00:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,22,1,Sleeping,21:00:00,21:30:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,23,12,Socializing and communicating with others,21:30:00,23:00:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101800,24,1,Sleeping,23:00:00,05:30:00,Male,44,Master’s degree,3,South,1,Sunday,TRUE
'20100605101895,1,1,Sleeping,04:00:00,05:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,2,11,Eating and drinking,05:00:00,05:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,3,18,Travel related to personal care,05:30:00,05:40:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,4,5,"Work, main job",05:40:00,12:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,5,11,Eating and drinking,12:00:00,12:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,6,5,"Work, main job",12:30:00,20:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,7,18,Travel related to personal care,20:00:00,20:10:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,8,11,Eating and drinking,20:10:00,20:40:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101895,9,1,Sleeping,20:40:00,05:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605101997,1,1,Sleeping,04:00:00,06:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,2,2,Interior cleaning,06:30:00,07:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,3,11,Eating and drinking,07:00:00,07:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,4,13,Doing aerobics,07:30:00,09:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,5,18,Travel related to personal care,09:30:00,09:50:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,6,7,Security procedures rel. to consumer purchases,09:50:00,10:50:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,7,18,Travel related to personal care,10:50:00,11:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,8,7,Security procedures rel. to consumer purchases,11:00:00,12:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,9,18,Travel related to personal care,12:00:00,12:15:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,10,2,Interior cleaning,12:15:00,12:35:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,11,11,Eating and drinking,12:35:00,13:05:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,12,2,Interior cleaning,13:05:00,16:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,13,2,Interior cleaning,16:00:00,16:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,14,2,Interior cleaning,16:30:00,17:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,15,1,Sleeping,17:00:00,18:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,16,18,Travel related to personal care,18:00:00,18:25:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,17,12,Socializing and communicating with others,18:25:00,21:00:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,18,18,Travel related to personal care,21:00:00,21:20:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,19,12,Socializing and communicating with others,21:20:00,21:40:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,20,16,Waiting associated with telephone calls,21:40:00,22:40:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,21,12,Socializing and communicating with others,22:40:00,23:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,22,1,Sleeping,23:30:00,00:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,23,16,Waiting associated with telephone calls,00:30:00,01:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605101997,24,1,Sleeping,01:30:00,06:30:00,Female,44,Master’s degree,3,South,3,Tuesday,FALSE
'20100605102242,1,1,Sleeping,04:00:00,06:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,2,3,Physical care for hh children,06:30:00,07:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,3,11,Eating and drinking,07:00:00,07:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,4,3,Physical care for hh children,07:30:00,07:45:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,5,18,Travel related to personal care,07:45:00,08:15:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,6,3,Physical care for hh children,08:15:00,08:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,7,18,Travel related to personal care,08:30:00,09:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,8,5,"Work, main job",09:00:00,11:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,9,11,Eating and drinking,11:30:00,12:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,10,18,Travel related to personal care,12:00:00,12:15:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,11,4,Physical care for nonhh children,12:15:00,12:16:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,12,18,Travel related to personal care,12:16:00,12:31:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,13,12,Socializing and communicating with others,12:31:00,13:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,14,18,Travel related to personal care,13:00:00,13:15:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,15,7,Security procedures rel. to consumer purchases,13:15:00,13:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,16,5,"Work, main job",13:30:00,14:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,17,18,Travel related to personal care,14:00:00,14:01:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,18,3,Physical care for hh children,14:01:00,14:11:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,19,18,Travel related to personal care,14:11:00,14:41:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,20,2,Interior cleaning,14:41:00,14:51:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,21,18,Travel related to personal care,14:51:00,15:51:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,22,3,Physical care for hh children,15:51:00,16:01:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,23,18,Travel related to personal care,16:01:00,16:21:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,24,11,Eating and drinking,16:21:00,16:51:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,25,18,Travel related to personal care,16:51:00,17:11:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,26,11,Eating and drinking,17:11:00,17:45:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,27,18,Travel related to personal care,17:45:00,18:45:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,28,5,"Work, main job",18:45:00,19:45:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,29,3,Physical care for hh children,19:45:00,20:45:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,30,2,Interior cleaning,20:45:00,23:00:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102242,31,1,Sleeping,23:00:00,06:30:00,Female,44,Master’s degree,3,South,2,Monday,FALSE
'20100605102305,1,1,Sleeping,04:00:00,06:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,2,11,Eating and drinking,06:00:00,06:07:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,3,5,"Work, main job",06:07:00,07:07:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,4,2,Interior cleaning,07:07:00,07:12:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,5,2,Interior cleaning,07:12:00,07:32:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,6,3,Physical care for hh children,07:32:00,08:02:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,7,5,"Work, main job",08:02:00,08:32:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,8,18,Travel related to personal care,08:32:00,08:45:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,9,12,Socializing and communicating with others,08:45:00,09:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,10,18,Travel related to personal care,09:00:00,09:15:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,11,3,Physical care for hh children,09:15:00,10:45:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,12,5,"Work, main job",10:45:00,12:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,13,18,Travel related to personal care,12:00:00,12:15:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,14,3,Physical care for hh children,12:15:00,12:20:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,15,18,Travel related to personal care,12:20:00,12:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,16,7,Security procedures rel. to consumer purchases,12:30:00,12:35:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,17,18,Travel related to personal care,12:35:00,12:40:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,18,11,Eating and drinking,12:40:00,12:50:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,19,3,Physical care for hh children,12:50:00,13:55:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,20,5,"Work, main job",13:55:00,15:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,21,2,Interior cleaning,15:00:00,15:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,22,12,Socializing and communicating with others,15:30:00,16:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,23,18,Travel related to personal care,16:30:00,16:37:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,24,11,Eating and drinking,16:37:00,17:17:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,25,18,Travel related to personal care,17:17:00,17:24:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,26,4,Physical care for nonhh children,17:24:00,17:34:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,27,2,Interior cleaning,17:34:00,17:39:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,28,18,Travel related to personal care,17:39:00,17:49:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,29,7,Security procedures rel. to consumer purchases,17:49:00,18:04:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,30,18,Travel related to personal care,18:04:00,18:14:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,31,12,Socializing and communicating with others,18:14:00,20:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,32,12,Socializing and communicating with others,20:00:00,22:00:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,33,12,Socializing and communicating with others,22:00:00,22:50:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102305,34,1,Sleeping,22:50:00,06:30:00,Male,44,Master’s degree,2,Midwest,6,Friday,FALSE
'20100605102314,1,1,Sleeping,04:00:00,10:30:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605102314,2,11,Eating and drinking,10:30:00,11:00:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
'20100605102314,3,12,Socializing and communicating with others,11:00:00,12:00:00,Female,44,Master’s degree,2,Midwest,7,Saturday,TRUE
